b,2,22.65,64.607,185.71,2016-03-15 19:06:41
b,3,22.75,53.186,184.29,2016-03-15 19:06:41
c,1,22.24,40.307,142.86,2016-03-15 19:06:41
c,2,22.10,50.351,168.57,2016-03-15 19:06:41
c,3,22.09,35.325,157.14,2016-03-15 19:06:41
c,5,21.99,41.603,158.57,2016-03-15 19:06:41
a,2,21.11,43.709,187.14,2016-03-15 19:06:43
a,1,20.71,45.370,195.71,2016-03-15 19:06:44
a,3,20.74,41.401,212.86,2016-03-15 19:06:44
a,4,21.14,42.413,231.43,2016-03-15 19:06:44
c,2,22.10,50.351,171.43,2016-03-15 19:06:44
c,4,21.98,37.999,217.14,2016-03-15 19:06:44
c,5,21.99,41.603,158.57,2016-03-15 19:06:44
b,2,22.66,64.607,185.71,2016-03-15 19:06:45
b,3,22.75,53.145,184.29,2016-03-15 19:06:45
c,1,22.25,40.347,144.29,2016-03-15 19:06:45
a,2,21.10,43.709,185.71,2016-03-15 19:06:46
b,1,22.91,50.472,165.71,2016-03-15 19:06:46
a,1,20.71,45.370,201.43,2016-03-15 19:06:48
a,3,20.74,41.360,215.71,2016-03-15 19:06:48
a,4,21.14,42.413,234.29,2016-03-15 19:06:48
c,1,22.24,40.307,144.29,2016-03-15 19:06:48
c,2,22.09,50.392,171.43,2016-03-15 19:06:48
c,3,22.08,35.366,155.71,2016-03-15 19:06:48
c,3,22.09,35.366,158.57,2016-03-15 19:06:48
b,3,22.74,53.186,185.71,2016-03-15 19:06:49
c,4,21.96,38.039,217.14,2016-03-15 19:06:49
c,5,21.99,41.603,160.00,2016-03-15 19:06:49
b,1,22.92,50.472,165.71,2016-03-15 19:06:50
b,2,22.66,64.607,185.71,2016-03-15 19:06:50
a,2,21.10,43.709,184.29,2016-03-15 19:06:51
a,1,20.70,45.370,198.57,2016-03-15 19:06:52
a,3,20.74,41.401,214.29,2016-03-15 19:06:52
a,4,21.14,42.494,231.43,2016-03-15 19:06:52
c,1,22.25,40.307,144.29,2016-03-15 19:06:52
c,2,22.09,50.351,172.86,2016-03-15 19:06:52
c,3,22.08,35.325,158.57,2016-03-15 19:06:52
c,5,21.98,41.603,158.57,2016-03-15 19:06:52
b,1,22.92,50.472,164.29,2016-03-15 19:06:53
b,2,22.66,64.607,184.29,2016-03-15 19:06:53
b,3,22.74,53.145,184.29,2016-03-15 19:06:53
c,4,21.96,38.039,217.14,2016-03-15 19:06:53
a,2,21.12,43.709,184.29,2016-03-15 19:06:54
a,1,20.72,45.370,195.71,2016-03-15 19:06:55
a,4,21.14,42.453,231.43,2016-03-15 19:06:55
a,3,20.74,41.441,212.86,2016-03-15 19:06:56
c,5,21.98,41.603,158.57,2016-03-15 19:06:56
b,1,22.92,50.472,167.14,2016-03-15 19:06:57
b,2,22.66,64.607,188.57,2016-03-15 19:06:57
b,3,22.75,53.145,185.71,2016-03-15 19:06:57
c,1,22.24,40.307,144.29,2016-03-15 19:06:57
c,2,22.09,50.351,171.43,2016-03-15 19:06:57
c,3,22.08,35.366,158.57,2016-03-15 19:06:57
c,4,21.96,38.039,217.14,2016-03-15 19:06:57
a,2,21.10,43.709,187.14,2016-03-15 19:06:58
a,3,20.74,41.401,211.43,2016-03-15 19:06:59
a,1,20.71,45.370,197.14,2016-03-15 19:07:00
a,4,21.14,42.453,231.43,2016-03-15 19:07:00
c,1,22.25,40.307,142.86,2016-03-15 19:07:00
c,2,22.08,50.351,168.57,2016-03-15 19:07:00
c,4,21.96,38.039,218.57,2016-03-15 19:07:00
c,5,21.99,41.603,158.57,2016-03-15 19:07:00
b,1,22.92,50.513,165.71,2016-03-15 19:07:01
b,2,22.66,64.607,184.29,2016-03-15 19:07:01
b,3,22.75,53.105,182.86,2016-03-15 19:07:01
c,3,22.07,35.366,158.57,2016-03-15 19:07:01
a,2,21.11,43.669,185.71,2016-03-15 19:07:02
a,1,20.71,45.370,198.57,2016-03-15 19:07:03
a,4,21.14,42.494,232.86,2016-03-15 19:07:03
